mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__gamma,param_clf__learning_rate,param_clf__max_depth,param_clf__min_child_weight,param_clf__n_estimators,param_clf__reg_alpha,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.21848535537719727,0.012592825118921158,0.01417236328125,0.00134454531528303,0.6247240713084175,4.75357153204958,0.295477637306448,7,7,171,0.15599452033620265,0.05808361216819946,0.9330880728874675,"{'clf__colsample_bytree': 0.6247240713084175, 'clf__gamma': 4.75357153204958, 'clf__learning_rate': 0.295477637306448, 'clf__max_depth': 7, 'clf__min_child_weight': 7, 'clf__n_estimators': 171, 'clf__reg_alpha': 0.15599452033620265, 'clf__reg_lambda': 0.05808361216819946, 'clf__subsample': 0.9330880728874675}",0.8504426698215518,0.852414473035591,0.8077905944986691,0.8541812087153704,0.8538472425343209,0.8437352377211006,0.018020583224579993,18,0.8613551166288499,0.8607438406308408,0.8753703798112432,0.8603740457432459,0.860692842354333,0.8637072450337024,0.005840202523032655
0.6368972301483155,0.026639325950632405,0.020455455780029295,0.001336181617229115,0.7606690070459252,3.540362888980227,0.018027952775362954,4,8,541,0.9385527090157502,0.0007787658410143283,0.9961057796456088,"{'clf__colsample_bytree': 0.7606690070459252, 'clf__gamma': 3.540362888980227, 'clf__learning_rate': 0.018027952775362954, 'clf__max_depth': 4, 'clf__min_child_weight': 8, 'clf__n_estimators': 541, 'clf__reg_alpha': 0.9385527090157502, 'clf__reg_lambda': 0.0007787658410143283, 'clf__subsample': 0.9961057796456088}",0.8523217982845311,0.8531460120279996,0.8158868184955141,0.8556502021098296,0.8626358289695083,0.8479281319774765,0.016426338992162417,4,0.8614076981862935,0.8623382809254059,0.8709199112689298,0.8599909515390142,0.8587191905747807,0.8626752064988847,0.0043023374946907465
0.8198163986206055,0.02360896415756357,0.028277587890625,0.0018006353369181432,0.77048890577663,3.0582658024414044,0.01275585903568979,11,1,524,0.6118528947223795,0.13949386065204183,0.6460723242676091,"{'clf__colsample_bytree': 0.77048890577663, 'clf__gamma': 3.0582658024414044, 'clf__learning_rate': 0.01275585903568979, 'clf__max_depth': 11, 'clf__min_child_weight': 1, 'clf__n_estimators': 524, 'clf__reg_alpha': 0.6118528947223795, 'clf__reg_lambda': 0.13949386065204183, 'clf__subsample': 0.6460723242676091}",0.8531479838312136,0.8528482697426797,0.8106477373558119,0.8515823720792665,0.8626377946564766,0.8461728315330896,0.018196728721128742,9,0.8878542513112757,0.8892102890409445,0.8967780927745552,0.887501819420401,0.8871256038647342,0.8896940112823822,0.0036112417910924197
0.3456162452697754,0.005902991625716402,0.017517805099487305,0.0017840541586669472,0.619817105976215,2.28034992108518,0.31621862494327535,5,7,293,0.5924145688620425,0.046450412719997725,0.8037724259507192,"{'clf__colsample_bytree': 0.619817105976215, 'clf__gamma': 2.28034992108518, 'clf__learning_rate': 0.31621862494327535, 'clf__max_depth': 5, 'clf__min_child_weight': 7, 'clf__n_estimators': 293, 'clf__reg_alpha': 0.5924145688620425, 'clf__reg_lambda': 0.046450412719997725, 'clf__subsample': 0.8037724259507192}",0.8471675046830326,0.8423858818889876,0.7991008577343982,0.8437109336488219,0.8436964350301144,0.8352123225970709,0.018125290506563776,31,0.8924468255146897,0.900906052888427,0.9027054011726549,0.8914483916323654,0.8953115449078182,0.8965636432231909,0.004500209983642319
0.7098090648651123,0.06796682354978383,0.03313126564025879,0.01341522451134809,0.502314474212375,0.3252579649263976,0.3800653595288,4,9,395,0.09767211400638387,0.6842330265121569,0.7200762468698007,"{'clf__colsample_bytree': 0.502314474212375, 'clf__gamma': 0.3252579649263976, 'clf__learning_rate': 0.3800653595288, 'clf__max_depth': 4, 'clf__min_child_weight': 9, 'clf__n_estimators': 395, 'clf__reg_alpha': 0.09767211400638387, 'clf__reg_lambda': 0.6842330265121569, 'clf__subsample': 0.7200762468698007}",0.8047520457458346,0.8124854579512966,0.7805698511288574,0.8078043971211673,0.7873755720149078,0.7985974647924127,0.012381022215567807,50,0.9968145673818496,0.9958114541103384,0.9974945565158155,0.9960296614166383,0.996868530020704,0.9966037538890692,0.0006108026120963378
0.6335269927978515,0.10412820554659269,0.02044377326965332,0.002832561806084963,0.47322294090686734,2.475884550556351,0.023411523234935176,3,4,437,0.31171107608941095,0.5200680211778108,0.7733551396716398,"{'clf__colsample_bytree': 0.47322294090686734, 'clf__gamma': 2.475884550556351, 'clf__learning_rate': 0.023411523234935176, 'clf__max_depth': 3, 'clf__min_child_weight': 4, 'clf__n_estimators': 437, 'clf__reg_alpha': 0.31171107608941095, 'clf__reg_lambda': 0.5200680211778108, 'clf__subsample': 0.7733551396716398}",0.8542443064182195,0.8510815340629005,0.8127299615498372,0.8513891353642906,0.8603693918950795,0.8459628658580656,0.01694816417144796,11,0.872794991772895,0.8738525337291605,0.8808292567233588,0.8729969443588609,0.8714114413881495,0.874377033594485,0.0033198952745929237
0.35523262023925783,0.01721121502241545,0.018017005920410157,0.0036422835860228904,0.5109126733153162,4.847923138822793,0.3123018011108347,4,4,319,0.7272719958564209,0.3265407688058354,0.7852219872026998,"{'clf__colsample_bytree': 0.5109126733153162, 'clf__gamma': 4.847923138822793, 'clf__learning_rate': 0.3123018011108347, 'clf__max_depth': 4, 'clf__min_child_weight': 4, 'clf__n_estimators': 319, 'clf__reg_alpha': 0.7272719958564209, 'clf__reg_lambda': 0.3265407688058354, 'clf__subsample': 0.7852219872026998}",0.8480134082618553,0.8498787341023365,0.8186848072562357,0.8497150744355713,0.8551249390637041,0.8442833926239406,0.01301960623256302,15,0.8565009891982459,0.8582592081143564,0.8642522742447158,0.8598999497335088,0.8555222813763186,0.8588869405334292,0.0030731331399814453
0.31440014839172364,0.01605570494097041,0.017087507247924804,0.00272755876408208,0.7125005560154942,4.805860121746745,0.33936820098447906,4,5,266,0.28093450968738076,0.5426960831582485,0.5704621124873813,"{'clf__colsample_bytree': 0.7125005560154942, 'clf__gamma': 4.805860121746745, 'clf__learning_rate': 0.33936820098447906, 'clf__max_depth': 4, 'clf__min_child_weight': 5, 'clf__n_estimators': 266, 'clf__reg_alpha': 0.28093450968738076, 'clf__reg_lambda': 0.5426960831582485, 'clf__subsample': 0.5704621124873813}",0.856679483387558,0.843468401853495,0.8103085872029971,0.8461954056985114,0.8533597521661871,0.8420023260617497,0.01654469372819244,20,0.8643403206465241,0.8673417793845323,0.8728276243553833,0.8663483943168571,0.864903504880213,0.867152324716702,0.0030283916753107523
0.6721044063568116,0.04054069791264144,0.01772136688232422,0.0010783375546834827,0.8813181884524238,0.3727532183988541,0.39488590527420175,10,1,521,0.014079822715084456,0.19884240408880516,0.855670976374325,"{'clf__colsample_bytree': 0.8813181884524238, 'clf__gamma': 0.3727532183988541, 'clf__learning_rate': 0.39488590527420175, 'clf__max_depth': 10, 'clf__min_child_weight': 1, 'clf__n_estimators': 521, 'clf__reg_alpha': 0.014079822715084456, 'clf__reg_lambda': 0.19884240408880516, 'clf__subsample': 0.855670976374325}",0.826784974859509,0.8091373360938577,0.7628591146603569,0.8089795918367346,0.8097450897139533,0.8035012214328823,0.021422783378478777,49,0.9999960594617372,0.9999933503416816,0.9999940891926059,0.9999918726398331,0.9999842255742877,0.9999919194420291,4.076587931898061e-06
0.3366371154785156,0.03792257456934683,0.015603208541870117,0.002402619372241759,0.8741053243187233,3.029799873905057,0.3712573426202061,11,7,250,0.6232981268275579,0.3308980248526492,0.5317791751430119,"{'clf__colsample_bytree': 0.8741053243187233, 'clf__gamma': 3.029799873905057, 'clf__learning_rate': 0.3712573426202061, 'clf__max_depth': 11, 'clf__min_child_weight': 7, 'clf__n_estimators': 250, 'clf__reg_alpha': 0.6232981268275579, 'clf__reg_lambda': 0.3308980248526492, 'clf__subsample': 0.5317791751430119}",0.8357527358769594,0.8418456078083407,0.7980755200630977,0.8360839988169181,0.8290088220031137,0.828153336913686,0.015579033771802118,40,0.9006846438947886,0.8993547122311106,0.9057504521151948,0.9013747306580526,0.9020233165730059,0.9018375710944305,0.0021472396139162048
